gtdb_species_clade_id	all_core	all_singleton	all_accessory	all_gene_clusters
s__Accumulibacter_affinis--GB_GCA_016713625.1	2016	4244	0	6260
s__40CM-4-65-16_sp005881335--GB_GCA_005881335.1	1019	3019	1735	5773
s__42-54-T18_sp002163245--GB_GCA_002163245.1	5073	1485	0	6558
s__Acetatifactor_sp934402315--GB_GCA_934402315.1	2415	733	0	3148
s__Acetatifactor_sp945485625--GB_GCA_945485625.1	705	1962	0	2667
s__ANME1a_sp003194425--GB_GCA_003194425.1	817	895	0	1712
s__Acaryochloris_sp012034865--GB_GCA_012034865.1	1500	3600	2708	7808
s__Acetobacter_syzygii--RS_GCF_000964225.1	2188	445	745	3378
s__Acetobacter_lovaniensis--RS_GCF_014207635.1	2606	425	707	3738
s__Acetobacter_okinawensis--RS_GCF_000613865.1	1711	2988	1122	5821
s__AC-51_sp005883885--GB_GCA_005883885.1	1012	2744	0	3756
s__01-FULL-36-15b_sp001782035--GB_GCA_001782035.1	746	80	0	826
s__2-01-FULL-53-15_sp001772335--GB_GCA_001772335.1	1434	231	0	1665
s__13-2-20CM-66-19_sp021843755--GB_GCA_021843755.1	2390	1227	0	3617
s__34-128_sp018903015--GB_GCA_018903015.1	685	1687	0	2372
s__46-80_sp003513005--GB_GCA_003513005.1	1282	1550	1169	4001
s__2-02-FULL-66-14_sp001771975--GB_GCA_001771975.1	2170	1980	0	4150
s__Acetatifactor_sp016290775--GB_GCA_016290775.1	1589	3959	1245	6793
s__2-02-FULL-45-22_sp001796285--GB_GCA_001796285.1	1461	239	48	1748
s__2-02-FULL-39-32_sp001800135--GB_GCA_001800135.1	1214	475	645	2334
s__2-01-FULL-48-14_sp001822835--GB_GCA_001822835.1	837	246	0	1083
s__38-11_sp019084435--GB_GCA_019084435.1	1793	2611	0	4404
s__Accumulibacter_contiguus--RS_GCF_012940005.1	1904	4263	1591	7758
s__40CM-4-65-16_sp005887685--GB_GCA_005887685.1	2510	1701	0	4211
s__Accumulibacter_conexus--GB_GCA_017592775.1	3639	1749	0	5388
s__2-02-FULL-53-10_sp001791035--GB_GCA_001791035.1	657	630	0	1287
s__40CM-3-62-11_sp001914955--GB_GCA_001914955.1	839	2782	1695	5316
s__13-2-20CM-66-19_sp021790795--GB_GCA_021790795.1	1822	2069	0	3891
s__Abzuiibacterium_crystallinum--GB_GCA_002787155.1	2042	339	0	2381
s__20CM-2-70-11_sp003221695--GB_GCA_003221695.1	3752	1513	0	5265
s__01-FULL-45-34b_sp001822675--GB_GCA_001822675.1	683	214	125	1022
s__65-79_sp001896885--GB_GCA_001896885.1	4759	749	0	5508
s__2-01-FULL-64-13_sp001800095--GB_GCA_001800095.1	921	1253	0	2174
s__2-01-FULL-58-14_sp001824745--GB_GCA_001824745.1	621	409	0	1030
s__0-14-3-00-41-53_sp002780895--GB_GCA_002780895.1	1605	957	787	3349
s__Acetobacter_fallax--RS_GCF_011516735.1	3784	55	0	3839
s__Acetatifactor_sp023662875--GB_GCA_023662875.1	3030	518	0	3548
s__AR12_sp003220225--GB_GCA_003220225.1	4898	2625	0	7523
s__6H3-1_sp019058015--GB_GCA_019058015.1	2561	2570	1094	6225
s__40CM-3-55-5_sp001918935--GB_GCA_001918935.1	978	5844	2241	9063
s__2-01-FULL-49-10_sp001771275--GB_GCA_001771275.1	562	298	0	860
s__28-YEA-48_sp903931945--GB_GCA_903931945.1	3608	1985	1240	6833
s__2-12-FULL-36-22_sp018660415--GB_GCA_018660415.1	1047	47	0	1094
s__3-1-20CM-3-53-8_sp001920415--GB_GCA_001920415.1	3726	2706	0	6432
s__1XD42-69_sp014287635--RS_GCF_014287635.1	1850	1941	0	3791
s__2-01-FULL-42-20_sp001785965--GB_GCA_001785965.1	630	245	0	875
s__Acetatifactor_sp900766575--GB_GCA_900766575.1	1449	1771	0	3220
s__2-12-FULL-53-21_sp020027805--GB_GCA_020027805.1	2385	36	0	2421
s__Acetatifactor_sp017400965--GB_GCA_017400965.1	1043	2564	1249	4856
s__2-02-FULL-38-14_sp001772865--GB_GCA_001772865.1	786	176	202	1164
s__Acetatifactor_sp900320485--GB_GCA_900320485.1	2217	1261	720	4198
s__41-12-T18_sp002163115--GB_GCA_002163115.1	2081	679	0	2760
s__Abyssibacter_sp023146115--GB_GCA_023146115.1	2375	1806	0	4181
s__13-2-20CM-66-19_sp005878095--GB_GCA_005878095.1	2484	1641	0	4125
s__2-01-FULL-40-13_sp001789645--GB_GCA_001789645.1	1209	551	0	1760
s__AG41_sp003222085--GB_GCA_003222085.1	1546	2146	1646	5338
s__2-01-FULL-46-13_sp001778545--GB_GCA_001778545.1	247	501	498	1246
s__50-400-T64_sp002162815--GB_GCA_002162815.1	1987	1065	0	3052
s__1XD8-76_sp910573755--GB_GCA_910573755.1	2731	1505	2076	6312
s__Acaryochloris_marina_A--RS_GCF_018336915.1	4470	3769	0	8239
s__AG-12_sp021791345--GB_GCA_021791345.1	607	4622	1495	6724
s__46-47_sp001509335--GB_GCA_001509335.1	983	1309	529	2821
s__13-1-40CM-70-15_sp003223415--GB_GCA_003223415.1	1234	2578	0	3812
s__28-YEA-48_sp903889985--GB_GCA_903889985.1	2835	3577	0	6412
s__2-01-FULL-37-20_sp001784115--GB_GCA_001784115.1	587	274	532	1393
s__2-02-FULL-43-11-A_sp001789515--GB_GCA_001789515.1	539	674	0	1213
s__2-02-FULL-38-14-A_sp001790855--GB_GCA_001790855.1	1944	568	571	3083
s__Acetatifactor_sp011959105--GB_GCA_011959105.1	2607	2067	549	5223
s__ATN2_sp003577145--GB_GCA_003577145.1	3494	276	159	3929
s__Acetatifactor_sp902796105--GB_GCA_902796105.1	1470	2214	703	4387
s__Acetobacter_lambici--RS_GCF_011516885.1	2921	298	442	3661
s__40CM-4-68-19_sp005879805--GB_GCA_005879805.1	1591	5153	2223	8967
s__ASMP01_sp018821425--GB_GCA_018821425.1	586	316	186	1088
s__14-2_sp000403255--GB_GCA_000403255.2	2718	2436	0	5154
s__2-12-FULL-37-7b_sp001788095--GB_GCA_001788095.1	806	419	352	1577
s__2-01-FULL-40-13_sp001789635--GB_GCA_001789635.1	1367	561	0	1928
s__14-2_sp009774455--GB_GCA_910585295.1	2076	2006	762	4844
s__20-14-all-54-14_sp002772205--GB_GCA_002772205.1	416	279	0	695
s__AC2028_sp017940415--GB_GCA_017940415.1	1946	2048	0	3994
s__2-02-FULL-38-15_sp001777055--GB_GCA_001777055.1	712	433	0	1145
s__AV69_sp003219175--GB_GCA_003219175.1	2226	2305	0	4531
s__AC2028_sp017544405--GB_GCA_017544405.1	1563	1190	0	2753
s__AC2028_sp002373595--GB_GCA_002373595.1	1234	1226	0	2460
s__2-01-FULL-39-33_sp002773855--GB_GCA_002773855.1	880	60	0	940
s__Acetobacter_cibinongensis--RS_GCF_000963925.1	2305	818	454	3577
s__40CM-4-69-5_sp001917535--GB_GCA_001917535.1	2890	2392	0	5282
s__Acerihabitans_ligni--RS_GCF_016865525.2	4235	3153	0	7388
s__Absicoccus_sp000434355--GB_GCA_003480165.1	1261	691	331	2283
s__AP-16_sp005884745--GB_GCA_005884745.1	2163	3196	0	5359
s__2-02-FULL-66-22_sp016208645--GB_GCA_016208645.1	2166	2884	0	5050
s__2-02-FULL-62-14_sp001805245--GB_GCA_001805245.1	1883	1222	0	3105
s__2-01-FULL-50-23_sp001774555--GB_GCA_001774555.1	718	241	0	959
s__42-11_sp001508835--GB_GCA_001508835.1	1144	1433	0	2577
s__2-02-FULL-66-22_sp001771285--GB_GCA_001771285.1	3372	2092	0	5464
s__2-01-FULL-39-28_sp001795735--GB_GCA_001795735.1	788	173	279	1240
s__12-FULL-67-14b_sp002737365--GB_GCA_002737365.1	1953	1471	1875	5299
s__2-01-FULL-51-34_sp001820785--GB_GCA_001820785.1	915	289	382	1586
s__2-12-FULL-60-25_sp001791275--GB_GCA_001791275.1	789	231	0	1020
s__40CM-4-65-16_sp005883575--GB_GCA_005883575.1	2618	2114	0	4732
s__AAA261-N23_sp000375685--GB_GCA_000375685.1	864	1425	0	2289
s__Acetatifactor_sp910585805--GB_GCA_910585805.1	3252	1234	0	4486
s__AC2028_sp017543485--GB_GCA_017543485.1	1652	1311	0	2963
s__AV80_sp003167555--GB_GCA_003167555.1	2593	3954	1963	8510
s__40CM-2-53-6_sp005882895--GB_GCA_005882895.1	1388	1566	0	2954
s__58-81_sp002070395--GB_GCA_002070395.1	1310	866	396	2572
s__2-02-FULL-52-16_sp001787535--GB_GCA_001787535.1	927	342	0	1269
s__AWVT01_sp000469545--RS_GCF_000469545.1	1537	1205	0	2742
s__20CM-2-70-11_sp001914535--GB_GCA_001914535.1	1881	2029	1333	5243
s__2-02-FULL-50-16-A_sp001828605--GB_GCA_001828605.1	958	856	1127	2941
s__14-2_sp910588285--GB_GCA_910588285.1	2621	2342	638	5601
s__Acetanaerobacterium_sp023443315--GB_GCA_023443315.1	1453	1377	0	2830
s__Acetatifactor_sp910585665--GB_GCA_910585665.1	2912	1854	0	4766
s__46-80_sp002418775--GB_GCA_002418775.1	1655	1356	0	3011
s__AAA164-E04_sp000383715--GB_GCA_000383715.1	3154	4436	1320	8910
s__AAA164-E04_sp002690655--GB_GCA_002690655.1	2588	5121	1755	9464
s__2-12-FULL-55-11_sp007376635--GB_GCA_007376635.1	788	1002	0	1790
s__2-12-FULL-69-37_sp016184445--GB_GCA_016184445.1	766	2783	0	3549
s__28-YEA-48_sp001898965--GB_GCA_001898965.1	5265	216	0	5481
s__Accumulibacter_iunctus--GB_GCA_002345025.1	1387	4106	2998	8491
s__AV69_sp003220155--GB_GCA_003220155.1	2074	2769	0	4843
s__13-2-20CM-66-19_sp019247195--GB_GCA_019247195.1	2215	1633	0	3848
s__1XD42-69_sp009911505--GB_GCA_009911505.1	2039	3339	1045	6423
s__AAA044-D11_sp009726125--GB_GCA_009726125.1	1250	193	60	1503
s__67-14_sp903933815--GB_GCA_903933815.1	1276	1542	725	3543
s__AG11_sp013361335--GB_GCA_013361335.1	2860	2066	960	5886
s__AG41_sp003222035--GB_GCA_003222035.1	2407	2116	0	4523
s__2-02-FULL-42-43_sp001801425--GB_GCA_001801425.1	1249	288	501	2038
s__79-D21_sp002432945--GB_GCA_002432945.1	599	679	443	1721
s__ASP10-02a_sp002335115--GB_GCA_002335115.1	1931	3026	1089	6046
s__28-YEA-48_sp903825465--GB_GCA_903825465.1	3189	2177	1145	6511
s__Abiotrophia_defectiva--RS_GCF_000160075.2	985	2583	995	4563
s__2-02-FULL-55-14_sp001802945--GB_GCA_001802945.1	2159	2281	1026	5466
s__2-02-FULL-45-18_sp001774075--GB_GCA_001774075.1	395	321	366	1082
s__Accumulibacter_propinquus--GB_GCA_016714935.1	2290	4270	1329	7889
s__ARK-15_sp009758405--GB_GCA_009758405.1	1080	505	286	1871
s__ATZT02_sp016463095--GB_GCA_016463095.1	953	717	0	1670
s__13-2-20CM-66-19_sp021808195--GB_GCA_021808195.1	1936	4900	0	6836
s__Acetoanaerobium_noterae--RS_GCF_900168025.1	811	1972	1375	4158
s__Acetatifactor_stercoripullorum--GB_GCA_019114005.1	2322	1541	535	4398
s__2-12-FULL-67-15_sp016872535--GB_GCA_016872535.1	1691	2265	0	3956
s__Accumulibacter_cognatus--GB_GCA_013414765.1	3128	3702	2439	9269
s__ATCC-39006_sp002847015--RS_GCF_002847015.1	4399	7	0	4406
s__Abyssicoccus_albus--RS_GCF_003815035.1	1502	504	0	2006
s__Acetanaerobacterium_sp023421245--GB_GCA_023421245.1	2032	565	0	2597
s__01-FULL-45-10b_sp001804205--GB_GCA_001804205.1	1386	756	0	2142
s__2-02-FULL-51-10_sp001788965--GB_GCA_001788965.1	778	425	292	1495
s__67-14_sp001897355--GB_GCA_001897355.1	2887	165	0	3052
s__2-12-FULL-67-15_sp009693905--GB_GCA_009693905.1	1207	1162	0	2369
s__AC-69_sp005885325--GB_GCA_005885325.1	1305	1803	0	3108
s__13-2-20CM-68-14_sp005888315--GB_GCA_005888315.1	1151	2299	1096	4546
s__AP-16_sp019243195--GB_GCA_019243195.1	1821	2427	2488	6736
s__Actinomarina_sp902595195--GB_GCA_902595195.1	646	712	0	1358
s__Actinoplanes_xinjiangensis--RS_GCF_003148685.1	9601	188	0	9789
s__Acutalibacter_sp910574935--GB_GCA_910574935.1	3999	65	125	4189
s__Actinoplanes_digitatis--RS_GCF_014205335.1	7898	216	0	8114
s__Acetomicrobium_sp002385485--GB_GCA_002385485.1	1182	1223	434	2839
s__Actinoplanes_sp900119315--RS_GCF_900119315.1	8174	62	51	8287
s__Acidimangrovimonas_indica--RS_GCF_900106675.1	3939	270	116	4325
s__Acuticoccus_sediminis--RS_GCF_003258595.1	6100	1336	0	7436
s__Actinosynnema_texasense--RS_GCF_003752005.1	6886	2160	0	9046
s__Acidithiobacillus_sp021818125--GB_GCA_021818125.1	1148	3224	0	4372
s__Acutalibacter_stercoravium--GB_GCA_900543555.1	1578	2847	1096	5521
s__Actinomyces_graevenitzii--RS_GCF_000239695.1	1330	2531	882	4743
s__Acetocimmeria_pyornia--GB_GCA_004367365.1	2056	688	338	3082
s__Adamsella_avium--GB_GCA_904420445.1	1816	260	263	2339
s__Aequoribacter_sp003520285--GB_GCA_003520285.1	862	2269	1502	4633
s__Acidovorax_sp018828125--GB_GCA_018828125.1	4039	2221	1429	7689
s__Aequorivita_lipolytica--RS_GCF_007997135.1	3035	35	0	3070
s__Actinomyces_oris_B--RS_GCF_001929375.1	2080	989	0	3069
s__Actinomyces_gaoshouyii--RS_GCF_002072175.1	1781	181	63	2025
s__Achromobacter_animicus--RS_GCF_902859585.1	4672	2855	1430	8957
s__Acididesulfobacter_diazotrophicus--GB_GCA_004195025.1	1156	2363	793	4312
s__Acinetobacter_lwoffii_C--RS_GCF_013343215.1	2195	1662	1632	5489
s__Aestuariirhabdus_sp023509475--RS_GCF_023509475.1	3788	227	0	4015
s__Acinetobacter_terrae--RS_GCF_013004375.1	2479	2364	990	5833
s__Actinomarina_sp902625455--GB_GCA_902625455.1	451	560	647	1658
s__Aeromonas_dhakensis--RS_GCF_000820305.1	3736	7369	4063	15168
s__Aeromicrobium_erythreum--RS_GCF_001509405.1	2815	1637	721	5173
s__Actinoplanes_teichomyceticus--RS_GCF_003711105.1	7079	228	172	7479
s__Actinoplanes_campanulatus--RS_GCF_014647795.1	6296	3271	3158	12725
s__Aeromonas_schubertii--RS_GCF_000820105.1	3470	1737	543	5750
s__Achromobacter_spanius--RS_GCF_002812705.1	4634	1202	1158	6994
s__Acidovorax_soli--RS_GCF_900107605.1	2568	1854	656	5078
s__Acidovorax_C_sp001725235--RS_GCF_021496925.1	2807	1934	1131	5872
s__Actinotignum_schaalii--RS_GCF_000724605.1	1744	47	0	1791
s__Achromobacter_sp002902905--RS_GCF_002902905.1	4729	2912	0	7641
s__Acinetobacter_lanii--RS_GCF_011578285.1	2566	852	0	3418
s__Acinetobacter_sp002367455--RS_GCF_022967985.1	2233	4366	1176	7775
s__Aequorivita_vladivostokensis--RS_GCF_000952855.1	2394	1824	737	4955
s__Acinetobacter_piscicola_A--RS_GCF_015218165.1	3066	873	1091	5030
s__Achromobacter_anxifer--RS_GCF_903652925.1	5583	1636	361	7580
s__Acidithiobacillus_ferriphilus--RS_GCF_018854775.1	1725	5891	2744	10360
s__Acidovorax_defluvii--GB_GCA_003268905.1	2358	5932	2619	10909
s__Acidovorax_sp001424425--RS_GCF_001424425.1	4945	261	233	5439
s__Acidovorax_C_caeni--RS_GCF_001298675.1	3724	186	0	3910
s__Acinetobacter_lwoffii_F--RS_GCF_024129435.1	2505	891	0	3396
s__Actinomyces_trachealis--RS_GCF_015711475.1	2053	252	0	2305
s__Acidovorax_facilis--RS_GCF_023913775.1	3922	6111	4599	14632
s__Acinetobacter_lwoffii_G--GB_GCA_013530545.1	2351	1250	0	3601
s__Acetobacterium_sp018903255--GB_GCA_018903255.1	1998	2029	0	4027
s__Actinosynnema_auranticum--RS_GCF_002354875.1	6925	35	0	6960
s__Actinomyces_faecalis--RS_GCF_013184985.2	2080	449	0	2529
s__Acidithiobacillus_sp015100155--RS_GCF_015100155.1	3081	143	0	3224
s__Acidulodesulfobacterium_A_sp021781285--GB_GCA_021781285.1	495	4397	1359	6251
s__Acinetobacter_brisouii--RS_GCF_000488275.1	2386	456	509	3351
s__Acidulodesulfobacterium_sp021798015--GB_GCA_021798015.1	979	2893	0	3872
s__Acidipropionibacterium_acidipropionici--RS_GCF_001441165.1	2662	841	1221	4724
s__Actinomyces_sp915069725--GB_GCA_915069725.1	2032	1893	588	4513
s__Acidilobus_sp000495735--GB_GCA_000495735.1	1048	1767	808	3623
s__Acinetobacter_variabilis--RS_GCF_000369625.1	2305	7559	5187	15051
s__Aeribacillus_composti--RS_GCF_007827555.1	2683	2633	1762	7078
s__Advenella_incenata--RS_GCF_004217095.1	4009	1014	0	5023
s__Aeromonas_sobria--RS_GCF_000820145.1	3170	3958	2550	9678
s__Afipia_broomeae--RS_GCF_000314675.2	3885	5657	2862	12404
s__Acinetobacter_wuhouensis--RS_GCF_001696605.3	2715	3329	1253	7297
s__Aciduliprofundum_boonei--RS_GCF_000025665.1	1116	1095	594	2805
s__Acinetobacter_gyllenbergii--RS_GCF_000413855.1	3579	1321	693	5593
s__Acinetobacter_sp000369645--RS_GCF_024582815.1	2900	2053	2282	7235
s__Acinetobacter_venetianus--RS_GCF_000368585.1	2590	7146	2634	12370
s__Actinomarina_sp902626065--GB_GCA_902626065.1	200	711	696	1607
s__Acinetobacter_schindleri--RS_GCF_000368625.1	2281	6104	3213	11598
s__Acidaminococcus_fermentans_A--GB_GCA_004555735.1	1394	1365	515	3274
s__Actinomyces_respiraculi--RS_GCF_014595995.2	2295	132	99	2526
s__Aeromonas_veronii--RS_GCF_000820225.1	3342	22097	15035	40474
s__Aequorivita_sp020435825--GB_GCA_020435825.1	1797	1428	0	3225
s__Actinoplanes_lobatus--RS_GCF_014205215.1	9259	208	0	9467
s__Actinomyces_bovis--RS_GCF_900444995.1	2116	46	0	2162
s__Afipia_carboxidovorans--RS_GCF_000218565.1	3463	58	226	3747
s__Actinokineospora_spheciospongiae--RS_GCF_000564855.1	4777	2977	1304	9058
s__Acidiphilium_sp002255515--RS_GCF_902712915.1	2726	1059	0	3785
s__Aeromonas_enteropelogenes--RS_GCF_000819845.1	3472	2074	1082	6628
s__Aerococcus_urinae_C--RS_GCF_003286645.1	1434	520	867	2821
s__Aequorivita_sp002364215--GB_GCA_002364215.1	2609	2822	725	6156
s__Acidovorax_sp002754495--RS_GCF_003669015.1	3561	1590	541	5692
s__Achromobacter_mucicolens--RS_GCF_902859725.1	4587	7557	2188	14332
s__Acidithiobacillus_ferrooxidans--RS_GCF_000021485.1	2364	5145	4227	11736
s__Actinomarina_sp902587025--GB_GCA_902587025.1	229	603	906	1738
s__Aerococcus_urinae--RS_GCF_001543175.1	1694	311	117	2122
s__Acidovorax_sp001633105--RS_GCF_001633105.1	3618	3603	0	7221
s__Acidoferrum_sp001917435--GB_GCA_001917435.1	1653	3708	2544	7905
s__Aeromicrobium_sp005788575--RS_GCF_024124745.1	2620	1850	0	4470
s__Actinomyces_sp002999235--RS_GCF_002999235.1	2171	614	0	2785
s__Acinetobacter_kanungonis--RS_GCF_009939195.1	2664	1415	323	4402
s__Acetomicrobium_thermoterrenum--RS_GCF_900107215.1	1530	1091	0	2621
s__Advenella_kashmirensis--RS_GCF_000219915.2	1948	4600	0	6548
s__Achromobacter_insolitus--RS_GCF_002209555.1	5400	4575	2417	12392
s__Acinetobacter_haemolyticus--RS_GCF_000369065.1	2338	6246	5108	13692
s__Acinetobacter_sp004336635--RS_GCF_004336635.1	2258	1730	396	4384
s__Acidulodesulfobacterium_A_sp021822485--GB_GCA_021822485.1	429	1204	664	2297
s__Achromobacter_ruhlandii--RS_GCF_902859695.1	4900	6278	2997	14175
s__Acinetobacter_fasciculus--RS_GCF_011058205.1	2327	4318	2827	9472
s__Aeromonas_salmonicida--RS_GCF_001643305.1	3353	9480	6937	19770
s__Acidovorax_kalamii--RS_GCF_002245625.1	4097	1226	0	5323
s__Actinomyces_viscosus--RS_GCF_900637975.1	2739	117	0	2856
s__Acinetobacter_kookii--RS_GCF_900096895.1	2577	795	0	3372
s__Acidibrevibacterium_sp021801255--GB_GCA_021801255.1	2918	567	0	3485
s__Acinetobacter_pollinis--RS_GCF_015627175.1	2202	195	672	3069
s__Acinetobacter_sp002135205--RS_GCF_002135205.1	2743	2914	889	6546
s__Acutalibacter_sp905215055--GB_GCA_905215055.1	1276	1773	572	3621
s__Acidocella_sp018971905--GB_GCA_018971905.1	1018	1981	0	2999
s__Acinetobacter_beijerinckii--RS_GCF_000369005.1	2714	1467	818	4999
s__Acidisoma_sp009765865--RS_GCF_009765865.1	4865	2476	0	7341
s__Acidithrix_ferrooxidans--RS_GCF_000949295.1	2468	1191	0	3659
s__Aestuariibaculum_sp024723255--RS_GCF_024723255.1	2718	1540	0	4258
s__Actinoplanes_sp019710575--RS_GCF_019710575.1	6513	6461	0	12974
s__Acidoferrum_sp003154775--GB_GCA_003154775.1	3477	905	683	5065
s__Acidipila_rosea--RS_GCF_004339725.1	1879	3410	1472	6761
s__Acidovorax_A_sp913774955--GB_GCA_913774955.1	3318	1472	674	5464
s__Aeromicrobium_yanjiei--RS_GCF_009649075.1	3232	394	188	3814
s__Aeromonas_bestiarum--RS_GCF_000819745.1	3537	1921	847	6305
s__Aerococcus_viridans_B--RS_GCF_002871935.1	1513	470	0	1983
s__Acinetobacter_idrijaensis--GB_GCA_000761495.1	1541	2645	1585	5771
s__Acutalibacter_sp904391645--GB_GCA_904391645.1	1053	1261	596	2910
s__Achromobacter_bronchisepticus_A--RS_GCF_014490035.1	5695	1215	696	7606
s__Acidiferrobacter_thiooxydans--RS_GCF_003333315.1	969	3693	1963	6625
s__Aeromonas_encheleia--RS_GCF_900637545.1	3436	2099	913	6448
s__Acinetobacter_gandensis--RS_GCF_001678755.1	2420	1521	1594	5535
s__Acinetobacter_sp002165255--RS_GCF_002165255.2	1984	2671	1338	5993
s__Acidovorax_sp000302535--RS_GCF_000302535.1	3261	4875	2302	10438
s__Actinomyces_urogenitalis--RS_GCF_000159035.1	1738	1292	648	3678
s__Acidaminococcus_massiliensis--RS_GCF_900095825.1	1828	1021	0	2849
s__Aeromonas_taiwanensis--RS_GCF_000820165.1	3330	1038	1261	5629
s__Acidiferrobacter_sp003184265--RS_GCF_003184265.1	1194	1860	1238	4292
s__Actinotalea_carbonis--RS_GCF_014636275.1	3267	739	0	4006
s__Acidomonas_methanolica--RS_GCF_004346035.1	2395	1385	1078	4858
s__Achromobacter_dolens--RS_GCF_902859745.1	4946	1623	963	7532
s__Actinomyces_naeslundii--RS_GCF_001956585.1	2021	2904	2283	7208
s__Acuticoccus_yangtzensis--RS_GCF_001927245.1	4044	839	325	5208
s__Actinopolyspora_saharensis--RS_GCF_900100925.1	3690	439	567	4696
s__Actinomarina_sp902555985--GB_GCA_902555985.1	446	456	680	1582
s__Actinokineospora_terrae--RS_GCF_900111175.1	5341	2587	0	7928
s__Achromobacter_xylosoxidans--RS_GCF_001457475.1	4975	12724	13299	30998
s__Acidovorax_sp024711405--GB_GCA_024711405.1	1778	2146	1130	5054
s__Acinetobacter_sp003987695--RS_GCF_022549495.1	1692	3164	856	5712
s__Acinetobacter_sp011753255--RS_GCF_023702675.1	3143	495	382	4020
s__Acidovorax_A_sp913774625--GB_GCA_913774625.1	3318	3061	1042	7421
s__Acinetobacter_populi--RS_GCF_002174125.1	2600	1241	0	3841
s__Acinetobacter_cumulans--RS_GCF_003024525.3	2595	2368	1750	6713
s__Acidaminococcus_timonensis--RS_GCF_900106585.1	1489	499	244	2232
s__Acinetobacter_baumannii--RS_GCF_009759685.1	2957	131031	77223	211211
s__Achromobacter_kerstersii--RS_GCF_902859595.1	5500	1163	0	6663
s__Acinetobacter_sp008017255--GB_GCA_008017255.1	760	1488	0	2248
s__Acidocella_sp002281005--GB_GCA_002281005.1	1120	2310	0	3430
s__Adlercreutzia_sp910585575--GB_GCA_910585575.1	1857	616	0	2473
s__Aeromicrobium_sp001426485--RS_GCF_001426485.1	3131	952	343	4426
s__Actinoplanes_utahensis--RS_GCF_016862455.1	8343	469	0	8812
s__Aeromonas_jandaei--RS_GCF_000819955.1	3479	5584	2412	11475
s__Actinomyces_ruminicola--RS_GCF_900103885.1	1769	1190	631	3590
s__Aerococcus_sp001809535--RS_GCF_001809535.1	1859	92	0	1951
s__Adlercreutzia_sp910589165--GB_GCA_910589165.1	1218	1686	0	2904
s__Acidothermus_cellulolyticus--RS_GCF_000015025.1	1804	785	0	2589
s__Actinosynnema_syringae--RS_GCF_009498035.1	9139	440	0	9579
s__Acutalibacter_ornithocaccae--GB_GCA_000435395.1	1535	2556	952	5043
s__Acidulodesulfobacterium_sp023381755--GB_GCA_023381755.1	710	893	0	1603
s__Acinetobacter_sp002455755--GB_GCA_002455755.1	1449	3022	0	4471
s__Aerococcus_sp001813115--RS_GCF_008726925.1	1834	142	112	2088
s__Actinomyces_gerencseriae--RS_GCF_000429265.1	2158	1204	0	3362
s__Acetobacterium_bakii--RS_GCF_001263355.1	3760	82	0	3842
s__Acidulodesulfobacterium_A_sp021813525--GB_GCA_021813525.1	318	1545	729	2592
s__Actinotignum_urinale--GB_GCA_000420445.1	1291	553	0	1844
s__Acidiphilium_multivorum--RS_GCF_000202835.1	2544	3980	1839	8363
s__Acinetobacter_lwoffii--RS_GCF_000487975.1	2436	1630	1083	5149
s__Actinomyces_qiguomingii--RS_GCF_004102025.1	3139	304	0	3443
s__Acetobacterium_sp003260995--RS_GCF_003260995.1	2279	2638	0	4917
s__Acidovorax_delafieldii--RS_GCF_007993815.1	3757	3930	1547	9234
s__Acutalibacter_sp009936035--RS_GCF_009936035.1	1741	2642	1887	6270
s__Acidithiobacillus_ferridurans--RS_GCF_003966655.1	1885	3529	1952	7366
s__Actinopolyspora_mortivallis--RS_GCF_000384035.1	2999	1827	0	4826
s__Actinotalea_sp023428465--GB_GCA_023428465.1	2180	1439	0	3619
s__Aeropyrum_camini--RS_GCF_000591035.1	1176	1381	0	2557
s__Acidiferrobacter_sp021819245--GB_GCA_021819245.1	1253	2484	0	3737
s__Acinetobacter_sp000369525--RS_GCF_000369525.1	3023	3298	2744	9065
s__Acinetobacter_sp002018365--RS_GCF_002018365.1	2366	8168	8744	19278
s__Acidithrix_sp021841935--GB_GCA_021841935.1	2139	217	0	2356
s__Actinomyces_bowdenii_B--RS_GCF_019974135.1	1687	1756	568	4011
s__Acholeplasma_laidlawii--RS_GCF_000018785.1	1311	470	192	1973
s__Aerococcus_viridans--RS_GCF_001543285.1	1482	680	409	2571
s__Acinetobacter_sp000369405--RS_GCF_000369405.1	3354	781	431	4566
s__Acidianus_copahuensis--RS_GCF_000632495.1	1959	1431	0	3390
s__Acinetobacter_lwoffii_I--RS_GCF_024129355.1	2510	1329	0	3839
s__Actinosynnema_coeruleofuscum--RS_GCF_014648515.1	6543	1276	0	7819
s__Aeromonas_sanarellii--RS_GCF_000820085.1	3045	1927	705	5677
s__Acinetobacter_pittii--RS_GCF_000369045.1	2938	20343	16189	39470
s__Acinetobacter_chinensis--RS_GCF_002165375.2	2868	1108	0	3976
s__Acidiferrobacter_sp021819125--GB_GCA_021819125.1	1178	2198	0	3376
s__Acidocella_sp002255575--GB_GCA_002255575.1	1994	1859	0	3853
